Run	Year	Species	pSpp	Area
1	15	 PePg	0.002969	1159.500000
1	15	 PeS	0.001205	470.500000
1	15	 E	0.138184	53960.250000
1	15	 EBb	0.032045	12513.250000
1	15	 EPe	0.019134	7471.750000
1	15	 EPg	0.032614	12735.500000
1	15	 ES	0.044583	17409.250000
1	15	 EMe	0.006971	2722.000000
1	15	 EC	0.000066	25.750000
1	15	 Pg	0.030191	11789.500000
1	15	 PgBb	0.006487	2533.000000
1	15	 PgPe	0.008773	3425.750000
1	15	 PgE	0.186103	72672.250000
1	15	 PgMe	0.000104	40.750000
1	15	 PgS	0.000021	8.250000
1	15	 S	0.018939	7395.500000
1	15	 SBb	0.023654	9236.750000
1	15	 SPe	0.010013	3910.000000
1	15	 SE	0.004353	1699.750000
1	15	 SPg	0.000164	64.000000
1	15	 SMe	0.000077	30.250000
1	15	 SC	0.000050	19.500000
1	15	 Me	0.000133	52.000000
1	15	 MeE	0.001499	585.500000
1	15	 MePg	0.000064	25.000000
1	15	 C	0.000012	4.500000
1	15	 CBb	0.000039	15.250000
1	15	 CE	0.000050	19.500000
1	15	 CS	0.000058	22.500000
1	20	 Bb	0.081159	31692.000000
1	20	 BbPe	0.078190	30532.750000
1	20	 BbE	0.016731	6533.500000
1	20	 BbPg	0.001437	561.250000
1	20	 BbS	0.186842	72960.750000
1	20	 Pe	0.004392	1715.000000
1	20	 PeBb	0.056262	21970.000000
1	20	 PeE	0.006433	2512.000000
1	20	 PePg	0.002969	1159.500000
1	20	 PeS	0.001205	470.500000
1	20	 E	0.138184	53960.250000
1	20	 EBb	0.032045	12513.250000
1	20	 EPe	0.019134	7471.750000
1	20	 EPg	0.032614	12735.500000
1	20	 ES	0.044583	17409.250000
1	20	 EMe	0.006971	2722.000000
1	20	 EC	0.000066	25.750000
1	20	 Pg	0.030191	11789.500000
1	20	 PgBb	0.006487	2533.000000
1	20	 PgPe	0.008773	3425.750000
1	20	 PgE	0.186103	72672.250000
1	20	 PgMe	0.000104	40.750000
1	20	 PgS	0.000021	8.250000
1	20	 S	0.018939	7395.500000
1	20	 SBb	0.023654	9236.750000
1	20	 SPe	0.010013	3910.000000
1	20	 SE	0.004353	1699.750000
1	20	 SPg	0.000164	64.000000
1	20	 SMe	0.000077	30.250000
1	20	 SC	0.000050	19.500000
1	20	 Me	0.000133	52.000000
1	20	 MeE	0.001499	585.500000
1	20	 MePg	0.000064	25.000000
1	20	 C	0.000012	4.500000
1	20	 CBb	0.000039	15.250000
1	20	 CE	0.000050	19.500000
1	20	 CS	0.000058	22.500000
1	25	 Bb	0.081159	31692.000000
1	25	 BbPe	0.078190	30532.750000
1	25	 BbE	0.016731	6533.500000
1	25	 BbPg	0.001437	561.250000
1	25	 BbS	0.186842	72960.750000
1	25	 Pe	0.004392	1715.000000
1	25	 PeBb	0.056262	21970.000000
1	25	 PeE	0.006433	2512.000000
1	25	 PePg	0.002969	1159.500000
1	25	 PeS	0.001205	470.500000
1	25	 E	0.138184	53960.250000
1	25	 EBb	0.032045	12513.250000
1	25	 EPe	0.019134	7471.750000
1	25	 EPg	0.032614	12735.500000
1	25	 ES	0.044583	17409.250000
1	25	 EMe	0.006971	2722.000000
1	25	 EC	0.000066	25.750000
1	25	 Pg	0.030191	11789.500000
1	25	 PgBb	0.006487	2533.000000
1	25	 PgPe	0.008773	3425.750000
1	25	 PgE	0.186103	72672.250000
1	25	 PgMe	0.000104	40.750000
1	25	 PgS	0.000021	8.250000
1	25	 S	0.018939	7395.500000
1	25	 SBb	0.023654	9236.750000
1	25	 SPe	0.010013	3910.000000
1	25	 SE	0.004353	1699.750000
1	25	 SPg	0.000164	64.000000
1	25	 SMe	0.000077	30.250000
1	25	 SC	0.000050	19.500000
1	25	 Me	0.000133	52.000000
1	25	 MeE	0.001499	585.500000
1	25	 MePg	0.000064	25.000000
1	25	 C	0.000012	4.500000
1	25	 CBb	0.000039	15.250000
1	25	 CE	0.000050	19.500000
1	25	 CS	0.000058	22.500000
1	30	 Bb	0.081159	31692.000000
1	30	 BbPe	0.078190	30532.750000
1	30	 BbE	0.016731	6533.500000
1	30	 BbPg	0.001437	561.250000
1	30	 BbS	0.186842	72960.750000
1	30	 Pe	0.004392	1715.000000
1	30	 PeBb	0.056262	21970.000000
1	30	 PeE	0.006433	2512.000000
1	30	 PePg	0.002969	1159.500000
1	30	 PeS	0.001205	470.500000
1	30	 E	0.138184	53960.250000
1	30	 EBb	0.032045	12513.250000
1	30	 EPe	0.019134	7471.750000
1	30	 EPg	0.032614	12735.500000
1	30	 ES	0.044583	17409.250000
1	30	 EMe	0.006971	2722.000000
1	30	 EC	0.000066	25.750000
1	30	 Pg	0.030191	11789.500000
1	30	 PgBb	0.006487	2533.000000
1	30	 PgPe	0.008773	3425.750000
1	30	 PgE	0.186103	72672.250000
1	30	 PgMe	0.000104	40.750000
1	30	 PgS	0.000021	8.250000
1	30	 S	0.018939	7395.500000
1	30	 SBb	0.023654	9236.750000
1	30	 SPe	0.010013	3910.000000
1	30	 SE	0.004353	1699.750000
1	30	 SPg	0.000164	64.000000
1	30	 SMe	0.000077	30.250000
1	30	 SC	0.000050	19.500000
1	30	 Me	0.000133	52.000000
1	30	 MeE	0.001499	585.500000
1	30	 MePg	0.000064	25.000000
1	30	 C	0.000012	4.500000
1	30	 CBb	0.000039	15.250000
1	30	 CE	0.000050	19.500000
1	30	 CS	0.000058	22.500000
1	35	 Bb	0.081159	31692.000000
1	35	 BbPe	0.078190	30532.750000
1	35	 BbE	0.016731	6533.500000
1	35	 BbPg	0.001437	561.250000
1	35	 BbS	0.186842	72960.750000
1	35	 Pe	0.004392	1715.000000
1	35	 PeBb	0.056262	21970.000000
1	35	 PeE	0.006433	2512.000000
1	35	 PePg	0.002969	1159.500000
1	35	 PeS	0.001205	470.500000
1	35	 E	0.138184	53960.250000
1	35	 EBb	0.032045	12513.250000
1	35	 EPe	0.019134	7471.750000
1	35	 EPg	0.032614	12735.500000
1	35	 ES	0.044583	17409.250000
1	35	 EMe	0.006971	2722.000000
1	35	 EC	0.000066	25.750000
1	35	 Pg	0.030191	11789.500000
1	35	 PgBb	0.006487	2533.000000
1	35	 PgPe	0.008773	3425.750000
1	35	 PgE	0.186103	72672.250000
1	35	 PgMe	0.000104	40.750000
1	35	 PgS	0.000021	8.250000
1	35	 S	0.018939	7395.500000
1	35	 SBb	0.023654	9236.750000
1	35	 SPe	0.010013	3910.000000
1	35	 SE	0.004353	1699.750000
1	35	 SPg	0.000164	64.000000
1	35	 SMe	0.000077	30.250000
1	35	 SC	0.000050	19.500000
1	35	 Me	0.000133	52.000000
1	35	 MeE	0.001499	585.500000
1	35	 MePg	0.000064	25.000000
1	35	 C	0.000012	4.500000
1	35	 CBb	0.000039	15.250000
1	35	 CE	0.000050	19.500000
1	35	 CS	0.000058	22.500000
1	40	 Bb	0.081159	31692.000000
1	40	 BbPe	0.078190	30532.750000
1	40	 BbE	0.016731	6533.500000
1	40	 BbPg	0.001437	561.250000
1	40	 BbS	0.186842	72960.750000
1	40	 Pe	0.004392	1715.000000
1	40	 PeBb	0.056262	21970.000000
1	40	 PeE	0.006433	2512.000000
1	40	 PePg	0.002969	1159.500000
1	40	 PeS	0.001205	470.500000
1	40	 E	0.138184	53960.250000
1	40	 EBb	0.032045	12513.250000
1	40	 EPe	0.019134	7471.750000
1	40	 EPg	0.032614	12735.500000
1	40	 ES	0.044583	17409.250000
1	40	 EMe	0.006971	2722.000000
1	40	 EC	0.000066	25.750000
1	40	 Pg	0.030191	11789.500000
1	40	 PgBb	0.006487	2533.000000
1	40	 PgPe	0.008773	3425.750000
1	40	 PgE	0.186103	72672.250000
1	40	 PgMe	0.000104	40.750000
1	40	 PgS	0.000021	8.250000
1	40	 S	0.018939	7395.500000
1	40	 SBb	0.023654	9236.750000
1	40	 SPe	0.010013	3910.000000
1	40	 SE	0.004353	1699.750000
1	40	 SPg	0.000164	64.000000
1	40	 SMe	0.000077	30.250000
1	40	 SC	0.000050	19.500000
1	40	 Me	0.000133	52.000000
1	40	 MeE	0.001499	585.500000
1	40	 MePg	0.000064	25.000000
1	40	 C	0.000012	4.500000
1	40	 CBb	0.000039	15.250000
1	40	 CE	0.000050	19.500000
1	40	 CS	0.000058	22.500000
1	45	 Bb	0.081159	31692.000000
1	45	 BbPe	0.078190	30532.750000
1	45	 BbE	0.016731	6533.500000
1	45	 BbPg	0.001437	561.250000
1	45	 BbS	0.186842	72960.750000
1	45	 Pe	0.004392	1715.000000
1	45	 PeBb	0.056262	21970.000000
1	45	 PeE	0.006433	2512.000000
1	45	 PePg	0.002969	1159.500000
1	45	 PeS	0.001205	470.500000
1	45	 E	0.138184	53960.250000
1	45	 EBb	0.032045	12513.250000
1	45	 EPe	0.019134	7471.750000
1	45	 EPg	0.032614	12735.500000
1	45	 ES	0.044583	17409.250000
1	45	 EMe	0.006971	2722.000000
1	45	 EC	0.000066	25.750000
1	45	 Pg	0.030191	11789.500000
1	45	 PgBb	0.006487	2533.000000
1	45	 PgPe	0.008773	3425.750000
1	45	 PgE	0.186103	72672.250000
1	45	 PgMe	0.000104	40.750000
1	45	 PgS	0.000021	8.250000
1	45	 S	0.018939	7395.500000
1	45	 SBb	0.023654	9236.750000
1	45	 SPe	0.010013	3910.000000
1	45	 SE	0.004353	1699.750000
1	45	 SPg	0.000164	64.000000
1	45	 SMe	0.000077	30.250000
1	45	 SC	0.000050	19.500000
1	45	 Me	0.000133	52.000000
1	45	 MeE	0.001499	585.500000
1	45	 MePg	0.000064	25.000000
1	45	 C	0.000012	4.500000
1	45	 CBb	0.000039	15.250000
1	45	 CE	0.000050	19.500000
1	45	 CS	0.000058	22.500000
1	50	 Bb	0.081159	31692.000000
1	50	 BbPe	0.078190	30532.750000
1	50	 BbE	0.016731	6533.500000
1	50	 BbPg	0.001437	561.250000
1	50	 BbS	0.186842	72960.750000
1	50	 Pe	0.004392	1715.000000
1	50	 PeBb	0.056262	21970.000000
1	50	 PeE	0.006433	2512.000000
1	50	 PePg	0.002969	1159.500000
1	50	 PeS	0.001205	470.500000
1	50	 E	0.138184	53960.250000
1	50	 EBb	0.032045	12513.250000
1	50	 EPe	0.019134	7471.750000
1	50	 EPg	0.032614	12735.500000
1	50	 ES	0.044583	17409.250000
1	50	 EMe	0.006971	2722.000000
1	50	 EC	0.000066	25.750000
1	50	 Pg	0.030191	11789.500000
1	50	 PgBb	0.006487	2533.000000
1	50	 PgPe	0.008773	3425.750000
1	50	 PgE	0.186103	72672.250000
1	50	 PgMe	0.000104	40.750000
1	50	 PgS	0.000021	8.250000
1	50	 S	0.018939	7395.500000
1	50	 SBb	0.023654	9236.750000
1	50	 SPe	0.010013	3910.000000
1	50	 SE	0.004353	1699.750000
1	50	 SPg	0.000164	64.000000
1	50	 SMe	0.000077	30.250000
1	50	 SC	0.000050	19.500000
1	50	 Me	0.000133	52.000000
1	50	 MeE	0.001499	585.500000
1	50	 MePg	0.000064	25.000000
1	50	 C	0.000012	4.500000
1	50	 CBb	0.000039	15.250000
1	50	 CE	0.000050	19.500000
1	50	 CS	0.000058	22.500000
1	55	 Bb	0.081159	31692.000000
1	55	 BbPe	0.078190	30532.750000
1	55	 BbE	0.016731	6533.500000
1	55	 BbPg	0.001437	561.250000
1	55	 BbS	0.186842	72960.750000
1	55	 Pe	0.004392	1715.000000
1	55	 PeBb	0.056262	21970.000000
1	55	 PeE	0.006433	2512.000000
1	55	 PePg	0.002969	1159.500000
1	55	 PeS	0.001205	470.500000
1	55	 E	0.138184	53960.250000
1	55	 EBb	0.032045	12513.250000
1	55	 EPe	0.019134	7471.750000
1	55	 EPg	0.032614	12735.500000
1	55	 ES	0.044583	17409.250000
1	55	 EMe	0.006971	2722.000000
1	55	 EC	0.000066	25.750000
1	55	 Pg	0.030191	11789.500000
1	55	 PgBb	0.006487	2533.000000
1	55	 PgPe	0.008773	3425.750000
1	55	 PgE	0.186103	72672.250000
1	55	 PgMe	0.000104	40.750000
1	55	 PgS	0.000021	8.250000
1	55	 S	0.018939	7395.500000
1	55	 SBb	0.023654	9236.750000
1	55	 SPe	0.010013	3910.000000
1	55	 SE	0.004353	1699.750000
1	55	 SPg	0.000164	64.000000
1	55	 SMe	0.000077	30.250000
1	55	 SC	0.000050	19.500000
1	55	 Me	0.000133	52.000000
1	55	 MeE	0.001499	585.500000
1	55	 MePg	0.000064	25.000000
1	55	 C	0.000012	4.500000
1	55	 CBb	0.000039	15.250000
1	55	 CE	0.000050	19.500000
1	55	 CS	0.000058	22.500000
1	60	 Bb	0.081159	31692.000000
1	60	 BbPe	0.078190	30532.750000
1	60	 BbE	0.016731	6533.500000
1	60	 BbPg	0.001437	561.250000
1	60	 BbS	0.186842	72960.750000
1	60	 Pe	0.004392	1715.000000
1	60	 PeBb	0.056262	21970.000000
1	60	 PeE	0.006433	2512.000000
1	60	 PePg	0.002969	1159.500000
1	60	 PeS	0.001205	470.500000
1	60	 E	0.138184	53960.250000
1	60	 EBb	0.032045	12513.250000
1	60	 EPe	0.019134	7471.750000
1	60	 EPg	0.032614	12735.500000
1	60	 ES	0.044583	17409.250000
1	60	 EMe	0.006971	2722.000000
1	60	 EC	0.000066	25.750000
1	60	 Pg	0.030191	11789.500000
1	60	 PgBb	0.006487	2533.000000
1	60	 PgPe	0.008773	3425.750000
1	60	 PgE	0.186103	72672.250000
1	60	 PgMe	0.000104	40.750000
1	60	 PgS	0.000021	8.250000
1	60	 S	0.018939	7395.500000
1	60	 SBb	0.023654	9236.750000
1	60	 SPe	0.010013	3910.000000
1	60	 SE	0.004353	1699.750000
1	60	 SPg	0.000164	64.000000
1	60	 SMe	0.000077	30.250000
1	60	 SC	0.000050	19.500000
1	60	 Me	0.000133	52.000000
1	60	 MeE	0.001499	585.500000
1	60	 MePg	0.000064	25.000000
1	60	 C	0.000012	4.500000
1	60	 CBb	0.000039	15.250000
1	60	 CE	0.000050	19.500000
1	60	 CS	0.000058	22.500000
1	65	 Bb	0.081159	31692.000000
1	65	 BbPe	0.078190	30532.750000
1	65	 BbE	0.016731	6533.500000
1	65	 BbPg	0.001437	561.250000
1	65	 BbS	0.186842	72960.750000
1	65	 Pe	0.004392	1715.000000
1	65	 PeBb	0.056262	21970.000000
1	65	 PeE	0.006433	2512.000000
1	65	 PePg	0.002969	1159.500000
1	65	 PeS	0.001205	470.500000
1	65	 E	0.138184	53960.250000
1	65	 EBb	0.032045	12513.250000
1	65	 EPe	0.019134	7471.750000
1	65	 EPg	0.032614	12735.500000
1	65	 ES	0.044583	17409.250000
1	65	 EMe	0.006971	2722.000000
1	65	 EC	0.000066	25.750000
1	65	 Pg	0.030191	11789.500000
1	65	 PgBb	0.006487	2533.000000
1	65	 PgPe	0.008773	3425.750000
1	65	 PgE	0.186103	72672.250000
1	65	 PgMe	0.000104	40.750000
1	65	 PgS	0.000021	8.250000
1	65	 S	0.018939	7395.500000
1	65	 SBb	0.023654	9236.750000
1	65	 SPe	0.010013	3910.000000
1	65	 SE	0.004353	1699.750000
1	65	 SPg	0.000164	64.000000
1	65	 SMe	0.000077	30.250000
1	65	 SC	0.000050	19.500000
1	65	 Me	0.000133	52.000000
1	65	 MeE	0.001499	585.500000
1	65	 MePg	0.000064	25.000000
1	65	 C	0.000012	4.500000
1	65	 CBb	0.000039	15.250000
1	65	 CE	0.000050	19.500000
1	65	 CS	0.000058	22.500000
1	70	 Bb	0.081159	31692.000000
1	70	 BbPe	0.078190	30532.750000
1	70	 BbE	0.016731	6533.500000
1	70	 BbPg	0.001437	561.250000
1	70	 BbS	0.186842	72960.750000
1	70	 Pe	0.004392	1715.000000
1	70	 PeBb	0.056262	21970.000000
1	70	 PeE	0.006433	2512.000000
1	70	 PePg	0.002969	1159.500000
1	70	 PeS	0.001205	470.500000
1	70	 E	0.138184	53960.250000
1	70	 EBb	0.032045	12513.250000
1	70	 EPe	0.019134	7471.750000
1	70	 EPg	0.032614	12735.500000
1	70	 ES	0.044583	17409.250000
1	70	 EMe	0.006971	2722.000000
1	70	 EC	0.000066	25.750000
1	70	 Pg	0.030191	11789.500000
1	70	 PgBb	0.006487	2533.000000
1	70	 PgPe	0.008773	3425.750000
1	70	 PgE	0.186103	72672.250000
1	70	 PgMe	0.000104	40.750000
1	70	 PgS	0.000021	8.250000
1	70	 S	0.018939	7395.500000
1	70	 SBb	0.023654	9236.750000
1	70	 SPe	0.010013	3910.000000
1	70	 SE	0.004353	1699.750000
1	70	 SPg	0.000164	64.000000
1	70	 SMe	0.000077	30.250000
1	70	 SC	0.000050	19.500000
1	70	 Me	0.000133	52.000000
1	70	 MeE	0.001499	585.500000
1	70	 MePg	0.000064	25.000000
1	70	 C	0.000012	4.500000
1	70	 CBb	0.000039	15.250000
1	70	 CE	0.000050	19.500000
1	70	 CS	0.000058	22.500000
1	75	 Bb	0.081159	31692.000000
1	75	 BbPe	0.078190	30532.750000
1	75	 BbE	0.016731	6533.500000
1	75	 BbPg	0.001437	561.250000
1	75	 BbS	0.186842	72960.750000
1	75	 Pe	0.004392	1715.000000
1	75	 PeBb	0.056262	21970.000000
1	75	 PeE	0.006433	2512.000000
1	75	 PePg	0.002969	1159.500000
1	75	 PeS	0.001205	470.500000
1	75	 E	0.138184	53960.250000
1	75	 EBb	0.032045	12513.250000
1	75	 EPe	0.019134	7471.750000
1	75	 EPg	0.032614	12735.500000
1	75	 ES	0.044583	17409.250000
1	75	 EMe	0.006971	2722.000000
1	75	 EC	0.000066	25.750000
1	75	 Pg	0.030191	11789.500000
1	75	 PgBb	0.006487	2533.000000
1	75	 PgPe	0.008773	3425.750000
1	75	 PgE	0.186103	72672.250000
1	75	 PgMe	0.000104	40.750000
1	75	 PgS	0.000021	8.250000
1	75	 S	0.018939	7395.500000
1	75	 SBb	0.023654	9236.750000
1	75	 SPe	0.010013	3910.000000
1	75	 SE	0.004353	1699.750000
1	75	 SPg	0.000164	64.000000
1	75	 SMe	0.000077	30.250000
1	75	 SC	0.000050	19.500000
1	75	 Me	0.000133	52.000000
1	75	 MeE	0.001499	585.500000
1	75	 MePg	0.000064	25.000000
1	75	 C	0.000012	4.500000
1	75	 CBb	0.000039	15.250000
1	75	 CE	0.000050	19.500000
1	75	 CS	0.000058	22.500000
1	80	 Bb	0.081159	31692.000000
1	80	 BbPe	0.078190	30532.750000
1	80	 BbE	0.016731	6533.500000
1	80	 BbPg	0.001437	561.250000
1	80	 BbS	0.186842	72960.750000
1	80	 Pe	0.004392	1715.000000
1	80	 PeBb	0.056262	21970.000000
1	80	 PeE	0.006433	2512.000000
1	80	 PePg	0.002969	1159.500000
1	80	 PeS	0.001205	470.500000
1	80	 E	0.138184	53960.250000
1	80	 EBb	0.032045	12513.250000
1	80	 EPe	0.019134	7471.750000
1	80	 EPg	0.032614	12735.500000
1	80	 ES	0.044583	17409.250000
1	80	 EMe	0.006971	2722.000000
1	80	 EC	0.000066	25.750000
1	80	 Pg	0.030191	11789.500000
1	80	 PgBb	0.006487	2533.000000
1	80	 PgPe	0.008773	3425.750000
1	80	 PgE	0.186103	72672.250000
1	80	 PgMe	0.000104	40.750000
1	80	 PgS	0.000021	8.250000
1	80	 S	0.018939	7395.500000
1	80	 SBb	0.023654	9236.750000
1	80	 SPe	0.010013	3910.000000
1	80	 SE	0.004353	1699.750000
1	80	 SPg	0.000164	64.000000
1	80	 SMe	0.000077	30.250000
1	80	 SC	0.000050	19.500000
1	80	 Me	0.000133	52.000000
1	80	 MeE	0.001499	585.500000
1	80	 MePg	0.000064	25.000000
1	80	 C	0.000012	4.500000
1	80	 CBb	0.000039	15.250000
1	80	 CE	0.000050	19.500000
1	80	 CS	0.000058	22.500000
1	85	 Bb	0.081159	31692.000000
1	85	 BbPe	0.078190	30532.750000
1	85	 BbE	0.016731	6533.500000
1	85	 BbPg	0.001437	561.250000
1	85	 BbS	0.186842	72960.750000
1	85	 Pe	0.004392	1715.000000
1	85	 PeBb	0.056262	21970.000000
1	85	 PeE	0.006433	2512.000000
1	85	 PePg	0.002969	1159.500000
1	85	 PeS	0.001205	470.500000
1	85	 E	0.138184	53960.250000
1	85	 EBb	0.032045	12513.250000
1	85	 EPe	0.019134	7471.750000
1	85	 EPg	0.032614	12735.500000
1	85	 ES	0.044583	17409.250000
1	85	 EMe	0.006971	2722.000000
1	85	 EC	0.000066	25.750000
1	85	 Pg	0.030191	11789.500000
1	85	 PgBb	0.006487	2533.000000
1	85	 PgPe	0.008773	3425.750000
1	85	 PgE	0.186103	72672.250000
1	85	 PgMe	0.000104	40.750000
1	85	 PgS	0.000021	8.250000
1	85	 S	0.018939	7395.500000
1	85	 SBb	0.023654	9236.750000
1	85	 SPe	0.010013	3910.000000
1	85	 SE	0.004353	1699.750000
1	85	 SPg	0.000164	64.000000
1	85	 SMe	0.000077	30.250000
1	85	 SC	0.000050	19.500000
1	85	 Me	0.000133	52.000000
1	85	 MeE	0.001499	585.500000
1	85	 MePg	0.000064	25.000000
1	85	 C	0.000012	4.500000
1	85	 CBb	0.000039	15.250000
1	85	 CE	0.000050	19.500000
1	85	 CS	0.000058	22.500000
1	90	 Bb	0.081159	31692.000000
1	90	 BbPe	0.078190	30532.750000
1	90	 BbE	0.016731	6533.500000
1	90	 BbPg	0.001437	561.250000
1	90	 BbS	0.186842	72960.750000
1	90	 Pe	0.004392	1715.000000
1	90	 PeBb	0.056262	21970.000000
1	90	 PeE	0.006433	2512.000000
1	90	 PePg	0.002969	1159.500000
1	90	 PeS	0.001205	470.500000
1	90	 E	0.138184	53960.250000
1	90	 EBb	0.032045	12513.250000
1	90	 EPe	0.019134	7471.750000
1	90	 EPg	0.032614	12735.500000
1	90	 ES	0.044583	17409.250000
1	90	 EMe	0.006971	2722.000000
1	90	 EC	0.000066	25.750000
1	90	 Pg	0.030191	11789.500000
1	90	 PgBb	0.006487	2533.000000
1	90	 PgPe	0.008773	3425.750000
1	90	 PgE	0.186103	72672.250000
1	90	 PgMe	0.000104	40.750000
1	90	 PgS	0.000021	8.250000
1	90	 S	0.018939	7395.500000
1	90	 SBb	0.023654	9236.750000
1	90	 SPe	0.010013	3910.000000
1	90	 SE	0.004353	1699.750000
1	90	 SPg	0.000164	64.000000
1	90	 SMe	0.000077	30.250000
1	90	 SC	0.000050	19.500000
1	90	 Me	0.000133	52.000000
1	90	 MeE	0.001499	585.500000
1	90	 MePg	0.000064	25.000000
1	90	 C	0.000012	4.500000
1	90	 CBb	0.000039	15.250000
1	90	 CE	0.000050	19.500000
1	90	 CS	0.000058	22.500000
1	95	 Bb	0.081159	31692.000000
1	95	 BbPe	0.078190	30532.750000
1	95	 BbE	0.016731	6533.500000
1	95	 BbPg	0.001437	561.250000
1	95	 BbS	0.186842	72960.750000
1	95	 Pe	0.004392	1715.000000
1	95	 PeBb	0.056262	21970.000000
1	95	 PeE	0.006433	2512.000000
1	95	 PePg	0.002969	1159.500000
1	95	 PeS	0.001205	470.500000
1	95	 E	0.138184	53960.250000
1	95	 EBb	0.032045	12513.250000
1	95	 EPe	0.019134	7471.750000
1	95	 EPg	0.032614	12735.500000
1	95	 ES	0.044583	17409.250000
1	95	 EMe	0.006971	2722.000000
